SCENARIO,SIMULATION_ID,NODE_ID,NOMBRE,CATEGORIA,BASE_DEMAND,EXTRA_DEMAND,TOTAL_DEMAND
NORMAL,106,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,107,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,108,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,109,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,110,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,111,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,112,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,113,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,114,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,115,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,116,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,117,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,118,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,119,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,120,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,121,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,122,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,123,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,124,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,125,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,126,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,127,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,128,IP01,COLCABAMBA,I-4,24,6,30
NORMAL,129,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,130,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,131,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,132,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,133,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,134,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,135,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,136,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,137,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,138,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,139,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,140,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,141,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,142,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,143,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,144,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,145,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,146,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,147,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,148,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,149,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,150,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,151,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,152,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,153,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,154,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,155,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,156,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,157,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,158,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,159,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,160,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,161,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,162,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,163,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,164,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,165,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,166,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,167,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,168,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,169,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,170,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,171,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,172,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,173,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,174,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,175,IP01,COLCABAMBA,I-4,24,7,31
NORMAL,176,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,177,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,178,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,179,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,180,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,181,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,182,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,183,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,184,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,185,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,186,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,187,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,188,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,189,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,190,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,191,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,192,IP01,COLCABAMBA,I-4,24,6,30
NORMAL,193,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,194,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,195,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,196,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,197,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,198,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,199,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,200,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,201,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,202,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,203,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,204,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,205,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,206,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,207,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,208,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,209,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,210,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,211,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,212,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,213,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,214,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,215,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,216,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,217,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,218,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,219,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,220,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,221,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,222,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,223,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,224,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,225,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,226,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,227,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,228,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,229,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,230,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,231,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,232,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,233,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,234,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,235,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,236,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,237,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,238,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,239,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,240,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,241,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,242,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,243,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,244,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,245,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,246,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,247,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,248,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,249,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,250,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,251,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,252,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,253,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,254,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,255,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,256,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,257,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,258,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,259,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,260,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,261,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,262,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,263,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,264,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,265,IP01,COLCABAMBA,I-4,24,6,30
NORMAL,266,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,267,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,268,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,269,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,270,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,271,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,272,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,273,IP01,COLCABAMBA,I-4,24,6,30
NORMAL,274,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,275,IP01,COLCABAMBA,I-4,24,6,30
NORMAL,276,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,277,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,278,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,279,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,280,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,281,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,282,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,283,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,284,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,285,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,286,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,287,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,288,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,289,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,290,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,291,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,292,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,293,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,294,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,295,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,296,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,297,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,298,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,299,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,300,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,301,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,302,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,303,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,304,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,305,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,306,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,307,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,308,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,309,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,310,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,311,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,312,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,313,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,314,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,315,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,316,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,317,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,318,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,319,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,320,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,321,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,322,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,323,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,324,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,325,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,326,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,327,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,328,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,329,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,330,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,331,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,332,IP01,COLCABAMBA,I-4,24,6,30
NORMAL,333,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,334,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,335,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,336,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,337,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,338,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,339,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,340,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,341,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,342,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,343,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,344,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,345,IP01,COLCABAMBA,I-4,24,6,30
NORMAL,346,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,347,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,348,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,349,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,350,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,351,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,352,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,353,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,354,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,355,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,356,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,357,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,358,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,359,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,360,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,361,IP01,COLCABAMBA,I-4,24,6,30
NORMAL,362,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,363,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,364,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,365,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,366,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,367,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,368,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,369,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,370,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,371,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,372,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,373,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,374,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,375,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,376,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,377,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,378,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,379,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,380,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,381,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,382,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,383,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,384,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,385,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,386,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,387,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,388,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,389,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,390,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,391,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,392,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,393,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,394,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,395,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,396,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,397,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,398,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,399,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,400,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,401,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,402,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,403,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,404,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,405,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,406,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,407,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,408,IP01,COLCABAMBA,I-4,24,11,35
NORMAL,409,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,410,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,411,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,412,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,413,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,414,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,415,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,416,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,417,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,418,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,419,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,420,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,421,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,422,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,423,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,424,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,425,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,426,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,427,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,428,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,429,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,430,IP01,COLCABAMBA,I-4,24,4,28
NORMAL,431,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,432,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,433,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,434,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,435,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,436,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,437,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,438,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,439,IP01,COLCABAMBA,I-4,24,2,26
NORMAL,440,IP01,COLCABAMBA,I-4,24,3,27
NORMAL,441,IP01,COLCABAMBA,I-4,24,5,29
NORMAL,442,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,443,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,444,IP01,COLCABAMBA,I-4,24,1,25
NORMAL,445,IP01,COLCABAMBA,I-4,24,0,24
NORMAL,446,IP01,COLCABAMBA,I-4,24,4,28
